sellularius|sellulārius||m||a mechanic who works at a stool, sedentary artisan||||sellularius
semel|semel|||adv.|once, a single time, iterum or saepius, once and again, time and again, repeatedly, more than once, several times, once or twice.&mdash;Once and no more, but once, but a single time, once for all, once for all, once, first, the first time, once, ever, at some time, at any time, sooner or later, if you are really giving||||semel
semen|sēmen|inis|n||seed, seed, race, son of Jupiter, of mortal race, an inborn characteristic of the Romans.&mdash;A shoot, graft, scion, set, slip, cutting, Posterity, progeny, offspring, child, seed, an origin, essence, principle, source, occasion, ground, cause, the four elements, the small beginnings||||semen
semenstris|sēmēnstris or sēmēstris|e||adj.|half-yearly, semi-annual, lasting six months, six months old, the ring of a military tribune, with a six months' commission||||semenstris
sementinus|sēmentīnus|||adj.|of sowing time||||sementinus
sementis|sēmentis|is|f||a seeding, sowing, as you sow, so shall you reap.&mdash;The growing crops, young crops, young corn, a sowing||||sementis
sementivus|sēmentīvus|||adj.|of seed, of seedtime||||sementivus
semermis|sēmermis|see semiermis.|||SAN||||semermis
semestris|sēmēstris|see semenstris.|||n||||semestris
semet|sēmet|see sui.|||N||||semet
semi|sēmi-||||half-, demi-, semi-||||semi-
semiadapertus|sēmi-adapertus|||adj.|halfopen||||semiadapertus
semiapertus|sēmi-apertus|||adj.|half-open||||semiapertus
semibos|sēmi-bōs|bovis|m||a half-ox||||semibos
semicaper|sēmi-caper|prī|m||half-goat||||semicaper
semicrematus|sēmi-cremātus|||adj.|half-burned||||semicrematus
semicremus|sēmicremus|||adj.|half-burned||||semicremus
semicubitalis|sēmicubitālis|e||adj.|a half-cubit long||||semicubitalis
semideus|sēmi-deus|||adj.|half-divine||||semideus
semidoctus|sēmi-doctus|||adj.|half-taught, half-learned||||semidoctus
semifactus|sēmi-factus|||adj.|half-finished||||semifactus
semifer|sēmifer|fera, ferum||adj.|halfbestial, half beast, m., the Centaur Chiron, the Centaurs, halfwild, half-savage, m., Cacus||||semifer
semigermanus|sēmi-germānus|||adj.|half-German||||semigermanus
semigravis|sēmi-gravis|e||adj.|half-overcome, halfdrunken||||semigravis
semigro|sē-migrō|āvī, &mdash;, āre|||to go away, remove||||semigro
semihians|sēmi-hiāns|antis||adj.|half-open||||semihians
semihomo|sēmi-homo (sēmho-)|inis|m||a half-man, half-beast||||semihomo
semihora|sēmi-hōra|ae|f||a half-hour, half an hour||||semihora
semilacer|sēmi-lacer|||adj.|half-mangled||||semilacer
semilautus|sēmi-lautus|||adj.|half-washed||||semilautus
semiliber|sēmi-līber|era, erum||adj.|half-free||||semiliber
semilixa|sēmi-lixa|ae|m||half a sutler, not fit to be a sutler||||semilixa
semimas|sēmi-mās|maris|m||a half-male, hermaphrodite||||semimas
semimortuus|sēmi-mortuus|||adj.|half-dead||||semimortuus
seminarium|sēminārium|ī|n||a nursery, seminary, hot-bed, school||||seminarium
seminator|sēminātor|ōris|m||an originator, producer, author||||seminator
seminex|(sēmi-nēx)|necis||adj.|half-dead||||seminex
semino|sēminō|&mdash;, &mdash;, āre|||to sow, bring forth, produce||||semino
seminudus|sēmi-nūdus|||adj.|half-naked||||seminudus
semiplenus|sēmi-plēnus|||adj.|half-manned||||semiplenus
semiputatus|sēmi-putātus|||adj.|half-pruned||||semiputatus
Semiramis|Semīramis|idis|f||a queen of Assyria||||Semiramis
semirasus|sēmi-rāsus|||adj.|half-shaven||||semirasus
semireductus|sēmi-reductus|||adj.|half bent back||||semireductus
semirefectus|sēmi-refectus|||adj.|half-repaired||||semirefectus
semirutus|sēmi-rutus|||adj.|half-razed, half-overthrown, half-demolished, half-destroyed, half-ruined||||semirutus
semis|sēmis|issis|m||a half-unit, one half, one and a half sesterces of premium, Half an as, not worth a groat, abl, at one half per cent. a month, at half a denarius for each hundred||||semis
semisepultus|sēmi-sepultus|||adj.|half-buried||||semisepultus
semisomnus|sēmisomnus|||adj.|halfasleep, sleepy, drowsy||||semisomnus
semissis|sēmissis||||||||semissis
semisupinus|sēmi-supīnus|||adj.|half bent backwards, reclining||||semisupinus
semita|sēmita|ae|f||a narrow way, side-way, path, foot-path, lane, by-way||||semita
semitarius|semitārius|||adj.|fond of by-ways||||semitarius
semiustilatus|sēmi-ūstilātus (sēmūst-, -ūstulātus)|||adj.|half-burned||||semiustilatus
semiustus|sēmi-ūstus (sēmūstus)|||adj.|half-burned||||semiustus
semivir|sēmi-vir|virī|m||An hermaphrodite, A eunuch, Fig., unmanly, womanish, effeminate||||semivir
semivivus|sēmi-vīvus|||adj.|half-alive, half-dead, almost dead||||semivivus
semodius|sē-modius|ī|m||a half-peck||||semodius
semotus|sēmōtus|||adj.|remote, distant, far removed, retired, confidences, n||||semotus
semoveo|sē-moveō|movī, mōtus, ēre|||to move apart, put aside, remove, separate||||semoveo
semper|semper|||adv.|ever, always, at all times, continually, perpetually, forever, of continual acquisitions, with constant improvement, every time, everywhere||||semper
sempiternus|sempiternus|||adj.|everlasting, everduring, perpetual, continual, imperishable, eternal, sempiternal||||sempiternus
semuncia|sēmūncia|ae|f||a half-ounce, one twenty-fourth part of a pound, A twenty-fourth part||||semuncia
semunciarius|sēmūnciārius|||adj.|amounting to a half-ounce, one twenty-fourth part of an as upon each as, for a year of ten months, five per cent. for a full year||||semunciarius
semust|sēmūst-|see semiust-.|||k||||semust-
senaculum|senāculum|ī|n||a meeting-place for the Senate, hall of sessions||||senaculum
senariolus|sēnāriolus|ī|m||a little senarius, trifling verse of six feet||||senariolus
senarius|sēnārius|||adj.|of six each, a verse of six feet, m||||senarius
senator|senātor|ōris|m||a member of the Senate, a senator, councillor of state||||senator
senatorius|senātōrius|||adj.|of a senator, senatorial, deliberations, speeches in the Senate||||senatorius
senatus|senātūs cōnsultum|see senatus, consultum.|||||||senatus2
senatus|senātus|ūs|m||the council of the elders, council of state, Senate, body of senators, the republic, a decree of the Senate, become a senator, choosing, the order of Knights, A meeting of the Senate, session, a quorum, no session, a quorum gave audience, in the meetings of the Senate, attend, a Senate, council of state||||senatus1
senecta|senecta|ae|f||old age, extreme age, senility||||senecta
senectus|senectūs|ūtis|f||old age, extreme age, senility, the gravity of old age, gray hairs, antiquity, age, the goddess of old age, Old Age, Old age, old men, maturity||||senectus
seneo|seneō|&mdash;, ēre|||to be old||||seneo
senesco|senēscō|nuī, &mdash;, ere|||to grow old, become aged, grow hoary, To decay, lose strength, grow weak, be enfeebled, waste away, decline, pine away, To waste, wane, decline, fall off, be diminished, be impaired, waning, is worn out, closing||||senesco
senex|senex|senis||adj.|old, aged, advanced in years, more mature, m., posit., an old man, aged person, graybeard, Nestor, f., an old woman, an elder, elderly person||||senex
seni|sēnī|ae, a|||six each, sixteen each, of sixteen and seventeen years.&mdash;Six, past his twelfth birthday, hexameter||||seni
senilis|senīlis|e||adj.|of an old man, of old people, of old age, aged, senile, of an old man, by an old man||||senilis
senior|senior|ōris|||||||senior
senium|senium|ī|n||old age, senility, decline, Waste, decay, by its own waste and decay.&mdash; Vexation, grief, trouble, affliction, Gloom, moroseness, An old man, masc||||senium
sensa|sēnsa|ōrum|n||perceptions, ideas||||sensa
sensim|sēnsim|||adv.|just perceptibly, gradually, by degrees, little by little, slowly, gently, softly, step by step||||sensim
sensus|sēnsus|ūs|m||a perceiving, observation, accept a proof from your own experience, A power of perceiving, perception, feeling, sensation, sense, consciousness, A sense, special sense, Feeling, sentiment, emotion, inclination, disposition, An opinion, thought, sense, view, notion, A habit of mind, mode of thinking, notion, taste, communis, a general mode of thinking, prevailing notion, common insight, common sense, from the usual lines of thought, Consciousness, sense, understanding, Sense, idea, meaning, signification||||sensus2
sensus|sēnsus||||Y||||sensus1
sententia|sententia|ae|f||a way of thinking, opinion, judgment, sentiment, thought, notion, purpose, determination, decision, will, desire, extracts and leading thoughts, if one's purpose be, she is resolved, according to the wish, unanimously, on his own responsibility, many men, many minds, poss. or genit., in my judgment, ex, to your satisfaction, as I wished, satisfactorily, prosperously, to the best of his knowledge and belief, conscientiously, without mental reservation, in all sincerity . . .? no, not to suit me.&mdash;An official determination, decision, sentence, judgment, vote, unanimously, by a small majority, my office is to put the question rather than to vote, to support the resolution, pronounce judgment. &mdash;Sense, meaning, intent, signification, idea, notion, in language than in meaning, such depth of meaning.&mdash;A thought expressed, sentence, period, An aphorism, apophthegm, maxim, axiom, saying||||sententia
sententiola|sententiola|ae|f||a short sentence, maxim||||sententiola
sententiose|sententiōsē|||adv.|full of meaning, suggestively, pithily||||sententiose
sententiosus|sententiōsus|||adj.|full of meaning, pithy, sententious||||sententiosus
sentes|sentēs|ium|m||thorns, briers, bramble-bushes, prickly brush||||sentes
sentina|sentīna|ae|f||bilge-water||||sentina
sentio|sentiō|sēnsī|||to discern by sense, feel, hear, see, perceive, be sensible of, before they should be observed, To perceive, feel the effects of, feel, experience, suffer, undergo, endure, had been wasted by, to feel, perceive, discern, understand, observe, notice, became aware of their retreat, as far as I have observed, does not enter, to feel, experience, To think, deem, judge, imagine, suppose, be of opinion, believe, mean, most patriotic, in earnest, agree in opinion, acts on one side, while his convictions are with the other, and were fully convinced that, were aware, To give an opinion, vote, declare, decide||||sentio
sentis|(sentis, is)|see sentes.|||||||sentis
sentus|sentus|||adj.|thorny, rough, rugged, bristly||||sentus
seorsum|seorsum or seorsus|||adv.|separately, severally, apart, especially||||seorsum
separabilis|sēparābilis|e||adj.|that may be separated, separable||||separabilis
separate|(sēparātē)|||adv.|separately, apart||||separate
separatim|sēparātim|||adv.|asunder, apart, separately, severally, Abstractedly, generally||||separatim
separatio|sēparātiō|ōnis|f||a sundering, severing, separation, a discrimination, distinction||||separatio
separatus|sēparātus|||adj.|separated, separate, distinct, particular, different, remote||||separatus
separo|sē-parō|āvī, ātus, āre|||to disjoin, sever, part, sunder, divide, separate, Fig., to set aside, treat apart, consider separately, distinguish, except||||separo
sepelio|sepeliō|pelīvī|||to bury, inter||||sepelio
sepes|(sēpes)|see saepes.|||"ൾ䠈ൾ耀耀"""||||sepes
sepia|sēpia|ae|f||the cuttle-fish, ink-fish||||sepia
sepimentum|sēpīmentum, sēpiō|see saepi-.|||OTE||||sepimentum
sepono|sē-pōnō|posuī, positus, ere|||to lay apart, set aside, put by, separate, pick out, select||||sepono
sepositus|sēpositus|||adj.|distant, remote, Distinct, special, Choice, select||||sepositus
sepse|sēpse|contracted for se ipse.|||LECT||||sepse
septem|septem or VII||||seven, the seven sages, wise men of Greece||||septem
September|September|bris|m||of seven, seventh, in the seventh month, Of the seventh month, of September||||September
septemdecem|septem-decem or septemdecim (septend-), or XVII|||adj.|seventeen||||septemdecem
septemfluus|septemfluus|||adj.|sevenfoldflowing, with seven mouths||||septemfluus
septemgeminus|septem-geminus|||adj.|sevenfold||||septemgeminus
septemplex|septemplex|plicis||adj.|sevenfold, of seven layers of ox-hides, with seven mouths||||septemplex
septemtrio|septemtriō (septent-), or septem triō|ōnis|m||the seven stars of the Wagon, Wain, Great Bear, the Little Bear.&mdash;The northern regions, northern sky, north, The north wind||||septemtrio
septemtrionalis|septemtriōnālis (septentri-)|e||adj.|of the north.&mdash;Plur. n, the northern parts||||septemtrionalis
septemtriones|septemtriōnes|see septemtrio.|||ation||||septemtriones
septemvir|septem-vir or VIIvir|virī|m||one of a board of seven, one of seven commissioners||||septemvir
septemviralis|septemvirālis or VIIvirālis|e||adj.|of the septemvirs, septemviral, m, the septemvirs||||septemviralis
septemviratus|(septemvirātus or VIIvirātus, ūs)||m||the office of a septemvir, septemvirate, sing||||septemviratus
septemviri|septem-virī|see septemvir.|||io.|||ation|septemviri
septenarius|septēnārius|||adj.|containing seven, consisting of seven.&mdash;Plur. m, verses of seven feet each||||septenarius
septendecim|septendecim|see septemdecem.||||||ation|septendecim
septeni|septēnī|ae, a|||seven each, sixteen and seventeen years old.&mdash; Seven at once, seven together||||septeni
septentrio|septentriō, septentriōnālis|see septemtri-.|||EN TOGETHER||||septentrio
septiens|septiēns (-tiēs)||||seven times, seven thousand times a hundred thousand sesterces||||septiens
septimani|septimānī|ōrum|m||soldiers of the seventh legion||||septimani
septimum|septimum|||adv.|for the seventh time||||septimum
septimus|septimus or septumus||||the seventh, seventeenth vote||||septimus
septingentesimus|septingentēsimus||||the seven hundredth||||septingentesimus
septiremis|septirēmis|e||adj.|with seven banks of oars||||septiremis
septuagesimus|septuāgēsimus||||the seventieth||||septuagesimus
septuaginta|septuāgintā or LXX||||seventy||||septuaginta
septum|(sēptum)|see saepta.|||CE||||septum
septunx|septūnx|ūncis|m||seven twelfths, seven ounces||||septunx
sepulcralis|sepulcrālis (-chrālis)|e||adj.|of a tomb, sepulchral, a funeral torch||||sepulcralis
sepulcretum|sepulcrētum|ī|n||a burial-place, cemetery||||sepulcretum
sepulcrum|sepulcrum or sepulchrum|ī|n||a place where a corpse is buried, burial-place, grave, tomb, sepulchre, the epitaphs.&mdash;A place where a corpse is burned, A cenotaph, the dead||||sepulcrum
sepultura|sepultūra|ae|f||a burial, interment, funeral obsequies, sepulture, The burning of a dead body, cremation||||sepultura
sepultus|sepultus||||P. of sepelio||||sepultus
sequax|sequāx|ācis||adj.|following, seeking after, pur suing, sequacious||||sequax
sequens|sequēns|entis||adj.|next, following, subsequent, n, the sequel||||sequens
sequester|sequester|tris or tra, tre||adj.|inter mediate, mediating, negotiating, m., a depositary, trustee, mediator, agent of bribery, go-between, f., under the protection of a truce||||sequester
sequius|sequius||||||||sequius
sequor|sequor|||dep.|to follow, come after, follow after, attend, accompany, to march, cannot be drawn out, which you fortunately have worn, To follow, succeed, come after, come next, and so forth, To go to, seek, be bound for, have for a destination, To follow, chase, pursue, To follow, fall to the share of, belong to, to follow, succeed, result, ensue, take the rank of, to befall, ensue, To follow, take as guide, comply with, accede to, obey, imitate, adopt, conform to, have imitated, shall be influenced by, obey the will, To follow, pursue, strive after, aim at, seek, to follow, be proved, To follow naturally, come easily, be readily controlled, be obtained without effort||||sequor
sequutor|sequūtor|see secutor.|||ap||||sequutor
sera|sera|ae|f||a bar, cross-bar, bolt||||sera1
sera|sēra|||adv.|late, late in flowering||||sera2
Serapis|Serāpis||m||an Egyptian god||||Serapis
serenitas|serēnitās|ātis|f||clearness, serenity, fair weather, favorableness, serenity||||serenitas
sereno|serēnō|&mdash;, &mdash;, āre|||to make clear, clear up, make serene, growing clear||||sereno
serenus|serēnus|||adj.|clear, fair, bright, serene, n., a clear sky, fair weather, in a cloudless sky, cheerful, glad, joyous, tranquil, bright, serene||||serenus
seria|sēria|ae|f||a cylindrical earthen vessel, large jar, tun, cask||||seria
Sericus|Sēricus|||adj.|of the Seres, Seric, Tartar, Chinese||||Sericus
series|seriēs|&mdash;|||a row, succession, series, chain, a series, chain, connection, train, sequence, succession, order, course, connection, succession, A line of descent, lineage||||series
serio|sēriō|||adv.|in earnest, seriously, in all sincerity||||serio
serius|sērius|||adj.|grave, earnest, serious, n., earnestness, seriousness, serious matters, earnest discourse||||serius1
serius|sērius||||nt||||serius2
sermo|sermō|ōnis|m||continued speech, talk, conversation, discourse, conversation by correspondence with you.&mdash;A set conversation, learned talk, discourse, disputation, discussion, An utterance, declaration, speech, remark, expression, Ordinary speech, talk, conversational language, Prose, Conversational verse, satire, Common talk, report, rumor, this talk of the town, calumny, occasion for talk.&mdash;A manner of speaking, mode of expression, language, style, diction, A language, speech||||sermo
sermocinor|sermōcinor|ātus, ārī||dep.|to talk, parley, converse, discourse||||sermocinor
sermunculus|sermunculus|ī|m||common talk, report, rumor||||sermunculus
sero|serō|&mdash;, sertus, ere|||to bind together, interweave, entwine, P. perf., of mail, to join, connect, link together, combine, compose, contrive, linked with, is arranged, engaging in continual wars, compose||||sero2
sero|serō|sēvī, satus, ere|||to sow, plant, to bestrew, plant, sow, cultivate, to beget, bring forth, produce, P. perf., begotten, born, sprung, son of Anchises, daughters of Pelias, to sow the seeds of, found, establish, produce, cause, excite, stir up, To scatter, spread, disseminate||||sero1
sero|sērō|||adv.|late, at a late hour, Late, at a late period, sooner or later, too late, Too late, are wise too late||||sero3
serpens|serpēns|entis|f||a creeping thing, creeper, crawler, snake, serpent||||serpens
serpentigena|serpentigena|ae|m||serpent-born, sprung from a serpent||||serpentigena
serpentipes|serpentipēs|pedis|m||serpentfooted||||serpentipes
serperastra|serperastra (serpir-)|ōrum|n||knee-splints, knee-bandages (to straighten the legs of children): hence (of officers, holding soldiers in check)||||serperastra
serpillum|serpillum|see serpullum.|||||||serpillum
serpo|serpō|psī, ptus, ere|||to creep, crawl, to move slowly, pass imperceptibly, creep along, proceed gradually, to creep, crawl, extend gradually, grow imperceptibly, m&lt;*&gt;e way stealthily, spread abroad, increase, prevail, to crawl, be low||||serpo
serpullum|serpullum||n||thyme, wild-thyme||||serpullum
serra|serra|ae|f||a saw||||serra
serracum|serrācum or sarrācum|ī|n||a heavy wagon, cart, dray (with two wheels and closed sides)||||serracum
serratus|serrātus|||adj.|serrated.&mdash;Plur. m, coins with notched edges||||serratus
serrula|serrula|ae|f||a small saw||||serrula
serta|serta|ōrum|n||||||serta
sertae|sertae|ārum|f||wreaths of flowers, garlands||||sertae
sertus|sertus||||P. of 2 sero||||sertus
serum|serum|ī|n||the watery part of curdled milk, whey||||serum1
serum|sērum|||adv.|late at night||||serum2
serus|sērus|||adj.|a late time, late hour||||serus
serva|serva|ae|||a female slave, hand-woman, maid||||serva
servabilis|servābilis|e||adj.|to be rescued, which none can rescue||||servabilis
servans|(servāns)|antis||adj.|keeping, observant||||servans
servator|servātor|ōris|m||a preserver, deliverer, a saviour||||servator
servatrix|servātrīx|īcis|f||she that preserves, a saviour, deliverer||||servatrix
servilis|servīlis|e||adj.|of a slave, slavish, servile, like slaves, dread of a servile insurrection, a band of slaves||||servilis
serviliter|servīliter|||adv.|like a slave, slavishly, servilely||||serviliter
servio|serviō||||to be a servant, be enslaved, serve, be in service, to be devoted, serve, labor for, aim at, have regard to, To be subject, be governed by, be enslaved to, To comply with, court, humor, gratify, conform, flatter, to be under a servitude, be subject to an easement||||servio
servitium|servitium|ī|n||the condition of a slave, service, slavery, servitude, as your servant, free from slavery, servitude, subjection, Collect., a body of servants, Servants||||servitium
servitus|servitūs|ūtis|f||the condition of a servant, slavery, serfdom, service, servitude, under a just and kind master, Servitude, subjection, a liability, easement, servitude, Collect., slaves, servants, the throng of lovers||||servitus
servo|servō|āvī, ātus, āre|||to make safe, save, keep unharmed, preserve, guard, keep, protect, deliver, rescue, To keep, lay up, preserve, reserve, retain, store, to keep, keep to, hold, remain in, dwell in, inhabit, to keep, keep to, preserve, maintain, observe, provided public rights were not violated, to maintain the price, to keep in view, give heed, pay attention, take care, watch, observe, kept watch, beware, to observe, to observe the lightning||||servo
servola|servola (servula)|ae|f||a young female servant, handmaid||||servola
servolus|servolus (servulus)|ī|m||a young slave, young man-servant, boy||||servolus
servus|servus or servos|ī|m||a slave, servant, serf, serving-man, slaves of the public, a slave, servant, vassal, subject||||servus2
servus|servus or servos|||adj.|slavish, Of slaves, belonging to slaves, for servants, subject to a servitude, under an easement||||servus1
sescenaris|sēscēnāris|e||adj.|of one and a half years, eighteen months old||||sescenaris
sesceni|sēscēnī (sexcēnī)|ae, a||adj.|six hundred each||||sesceni
sescentesimus|sēscentēsimus (sexc-)|||adj.|the six hundredth||||sescentesimus
sescenti|sēscentī (sexcentī)|ae, a||adj.|six hundred, a thousand, immense number, vast multitude, any amount, n, numberless other things||||sescenti
sescenties|sēscentiēs|see sexcenties.|||hundred each||||sescenties
sese|sēsē||||||||sese
seselis|seselis|is|f||meadow saxifrage, hartwort, seseli||||seselis
sesqui|sēsqui|||adv.|one half, by a half||||sesqui
sesquialter|sēsqui-alter|era, erum||adj.|once and a half||||sesquialter
sesquimodius|sēsqui-modius|ī|m||a peck and a half||||sesquimodius
sesquioctavus|sēsqui-octāvus|||adj.|containing nine eighths, one and an eighth||||sesquioctavus
sesquipedalis|sēsqui-pedālis|e||adj.|of a foot and a half, half a yard long||||sesquipedalis
sesquiplaga|sēsqui-plāga|ae|f||a blow and a half||||sesquiplaga
sesquiplex|sēsquiplex|plicis||adj.|taken one and a half times, once and a half as much||||sesquiplex
sesquitertius|sēsqui-tertius|||adj.|containing one and a third, of four thirds||||sesquitertius
sessilis|sessilis|e||adj.|for sitting upon||||sessilis
sessio|sessiō|ōnis|f||a sitting, postures in sitting.&mdash;A seat, sitting-place, A sitting idly, loitering, tarrying, A session||||sessio
sessito|sessitō|āvī, &mdash;, āre|||to keep sitting, rest||||sessito
sessiuncula|sessiuncula|ae|f||a little group small circle||||sessiuncula
sessor|sessor|ōris|m||one who sits, a sitter, spectator, An inhabitant, resident||||sessor
sestertius|sēstertius or HS|||adj.|two and a half, m, plur, a sesterce, n, milia, thousands of sesterces, distr., card., centena milia, n, nummus, price, at an insignificant sum, for a trifle||||sestertius
set|set|old for sed.|||D LONG||||set
seta|(sēta)|see saeta.|||||||seta
setiger|(sētiger, sētōsus)|see saet-.|||||||setiger
setius|sētius (sēcius)|||adv.|less, in a less degree, negatives, nevertheless||||setius
seu|seu|see sive.|||||||seu
severe|sevērē|||adv.|gravely, seriously, austerely, rigidly, severely||||severe
severitas|sevēritās|ātis|f||seriousness, gravity, sternness, strictness, severity||||severitas
severus|sevērus|||adj.|serious, sober, grave, strict, austere, stern, severe, sober, grave, serious, severe, austere, disagreeable, oppressive, tart, Harsh, rough, crabbed, rigid, severe, stern, Severe, dreadful, gloomy||||severus
sevoco|sē-vocō|āvī, ātus, are|||to call apart, lead aside, summon away, withdraw||||sevoco
sevum|sēvum (seb-)|ī|n||tallow, suet, grease||||sevum
sex|sex prīmī|see sex.|||||||sex2
sex|sex or VI|||adj.|six, six or seven, a board of six magistrates, council of selectmen||||sex1
sexageni|sexāgēnī|ae, a||adj.|sixty each, sixty at a time||||sexageni
sexagesimus|sexāgēsimus (-gēnsumus)|||adj.|the sixtieth||||sexagesimus
sexagiens|sexāgiēns or sexāgiēs or LX|||adv.|sixty times, six millions of sesterces||||sexagiens
sexaginta|sexāgintā or LX|||adj.|sixty||||sexaginta
sexangulus|sex-angulus|||adj.|with six angles, hexagonal||||sexangulus
sexcenarius|sexcēnārius|||adj.|of six hundred||||sexcenarius
sexceni|sexcēnī, sexcentēsimus, sexcentī|see sēscen-.|||||||sexceni
sexcenties|sexcentiēs or sēscentiēns|||adv.|six hundred times, six hundred sestertia||||sexcenties
sexdecim|sexdecim|see sedecim.|||ࠂ诐⌊贰⌊耀-||||sexdecim
sexennis|sexennis|e||adj.|of six years, six years old, after six years||||sexennis
sexennium|sexennium|ī|n||a period of six years, six years||||sexennium
sexiens|sexiēns or sexiēs|||adv.|six times||||sexiens
sextadecimani|sextādecimānī|ōrum|m||the soldiers of the sixteenth legion||||sextadecimani
sextans|sextāns|antis|m||the sixth, a sixth part, one sixth goes to those, A small coin, one sixth of an as, two unciae, not to be worth a groat, A small weight, one sixth of a pound||||sextans
sextarius|sextārius|ī|m||the sixth part, the sixth part of a congius, a pint||||sextarius
Sextilis|Sextīlis|e||adj.|the sixth, mensis, the sixth month, August, m, the sixth month, August, Of August, of the sixth month||||Sextilis
sextula|sextula|ae|f||the sixth part of an uncia, one seventy-second part of an as, one seventy-second, of one thirty-sixth||||sextula
sextum|sextum|||adv.|for the sixth time||||sextum
sextus|sextus or VI|||adj.|the sixth||||sextus1
sexus|(sexus)|ūs|m||a sex, gen||||sexus
si|sī||||if, when, inasmuch as, since, whenever, praes, if, even if, though, imperf, if, tamen, even if, although, albeit, perhaps, perchance, if, when, that, if, whether, if perchance, O, if only, would that, O that, would that, relat, if there be any such, whoever they may be, if, in order to, to try whether, to see if, that if possible, to see whether, against the case that, in order to be ready, if, threatened an attack if, to be ready, in case||||si1
sibilo|sībilō|āre|||to hiss, whistle||||sibilo
sibilus|sībilus|ī|m||a hissing, whistling, A contemptuous hissing, hissing at, hissing off||||sibilus2
sibilus|(sībilus)|||adj.|hissing, whistling, n.||||sibilus1
Sibylla|Sibylla|ae|f||a female soothsayer, prophetess, priestess of Apollo, Sibyl, Deiphobe, daughter of Glaucus, who lived in a grotto at Cumae, A Sibyl, the author of the Sibylline books kept in the Capitol||||Sibylla
Sibyllinus|Sibyllīnus|||adj.|of a Sibyl, Sibylline||||Sibyllinus
sic|sīc|||adv.|thus, in this way, as I do, as you see, thus will I treat, so let every woman fare who, so, thus, in this manner, in such a manner, in the same way or manner, in like manner, likewise, in the way described, thus, so, dem., thus, this, subject, thus, such, that is so, in this condition, so, thus, under these circumstances, accordingly, hence, so, thus only, on this condition, if this be done, so, to such a degree, in such wise, thus, as follows, in the following manner, the truth is this, for instance, clause, comparison, thus, so, just so, in the same way, in the same way as, no more than, be sure of this, while . . . yet, though . . . still, so . . . that, in such a way that, so that, to such a degree, so, so far, so, with this intent, with this result, but so, yet so, only so, with the proviso that, but only, if, should be valid, if the Senate should ratify it, then, if so, ut, by the love of the gods, I pity, so, as the matter stands now, as it now is, as it then was, but as things now stand, naked, as they are, without trouble, even as it is now, even without doing so, in spite of it, in spite of all this, thus, as occurs to me, to some in one way, to others in another, or otherwise, yes, Ph, Ge, De, Ch||||sic
sica|sīca|ae|f||a curved dagger, poniard||||sica
sicarius|sīcārius|||adj.|murderous, m., an assassin, murderer, of assassination||||sicarius
sicce|siccē|||adv.|dryly, neatly||||sicce
siccine|(sīccinē)|see sicine.|||t||||siccine
siccitas|siccitās|ātis|f||dryness, drought, dryness, freedom from humors, firmness, solidity, dryness, jejuneness, want of ornament||||siccitas
sicco|siccō|āvī, ātus, āre|||to make dry, dry, dry up, To dry up, drain, make dry, parched, To exhaust, drain dry, milk, empty, wrung out, To dry up, heal up, stanch||||sicco
siccus|siccus|||adj.|dry||||siccus
Sicelis|Sīcelis|idis||adj.|Sicilian, a Sicilian woman||||Sicelis
sicine|sīcine|||adv.|so? thus? in this way?, Is that what you are at?, is your mind made up to that?||||sicine
sicubi|sīcubi|||adv.|if in any place, if anywhere, wheresoever||||sicubi
sicula|sīcula|ae|f||a little dagger, the penis||||sicula
sicunde|sīcunde|||adv.|if from anywhere||||sicunde
sicut|sīc-ut or sīc-utī|||adv.|so as, just as, as||||sicut
sidereus|sīdereus|||adj.|of the constellations, of the stars, starry, the stars, Ceyx, who discoursed of the stars, Bright, glittering, shining||||sidereus
sido|sīdō||||to sit down, sink, settle, alight, To sit fast, remain sitting, be fixed, grounded||||sido
Sidonis|Sīdōnis|idis||adj.|Sidonian, Phoenician||||Sidonis
Sidonius|Sīdōnius|||adj.|of Sidon, Sidonian, Phoenician, Because Cadmus came from Phoenicia, Theban||||Sidonius
sidus|sīdus|eris|n||a group of stars, constellation, heavenly body||||sidus
siem|siem|siēs, siet, old|||||||siem
sigilla|sigilla|ōrum|n||small statues, statuettes, little images, figures, woven in, A seal||||sigilla
sigillatus|sigillātus|||adj.|embossed in figures, figured||||sigillatus
signator|sīgnātor|ōris|m||one who attests, a sealer, signer, witness, a forger, the witnesses to the marriage||||signator
signatus|sīgnātus||||P. of signo||||signatus
signifer|sīgnifer|fera, ferum||adj.|sign-bearing, bearing the constellations, starry, the zodiac, m., a standard-bearer, ensign, A leader, head, chief||||signifer
significanter|(sīgnificanter)|||adv.|clearly, distinctly, expressly||||significanter
significatio|sīgnificātiō|ōnis|f||a pointing out, indicating, expression, indication, mark, sign, token, from the gods, A sign of assent, expression of approbation, applause, Expression, emphasis, Meaning, sense, import, signification||||significatio
significo|sīgnificō|āvī, ātus, āre|||to make signs, show by signs, show, point out, express, publish, make known, indicate, intimate, notify, signify, To betoken, prognosticate, foreshow, portend, mean, To mean, import, signify||||significo
