scilla|scilla|scilla| see squilla. |||HEET|||
scin|scin|scīn for scisne| see scio. |||et |||
scindo|scindo|scindō|||| , to cut, tear, rend, force apart, split, cleave, divide, tear open, bursts open, tear up, cleave, To part, separate, divide, branches, interrupt |||
scintilla|scintilla|scintilla| ae|f||a spark |||
scintillo|scintillo|scintillō| &mdash;, &mdash;, āre ||| , to sparkle, glitter, glow |||
scio|scio|sciō|||| , to know, understand, perceive, have knowledge of, be skilled in, for aught I know, can be learned, it is plain that, be assured, to be skilled in music, to ordain, decree |||
scipio|scipio|scīpiō| ōnis|m|| , a staff, walkingstick |||
scirpea|scirpea|scirpea (sirp-)| ae|f|| , a wagonbody of basket work |||
scirpeus|scirpeus|scirpeus (sirp-)|||adj.| , of rushes, men of straw |||
scirpiculus|scirpiculus|scirpiculus| ī|m|| , a rush-basket |||
scirpus|scirpus|scirpus or sirpus| ī|m||a rush, bulrush |||
sciscitor|sciscitor|scīscitor| ātus, ārī||dep.| , to inform oneself, seek to know, ask, inquire, question, examine, interrogate |||
scisco|scisco|scīscō| scīvī, scītus, ere||| , to accept, approve, assent to, enact, decree, ordain, at the adoption of a plebiscitum, To approve, assent to, vote for, ordain |||
scissus|scissus|scissus|||adj.| , rent, furrowed, shrill, harsh |||
scite|scite|scītē|||adv.| , shrewdly, cleverly, skilfully, adroitly, nicely, tastefully, elegantly |||
scitor|scitor|scītor| ātus, ārī||dep. | , to seek to know, ask, inquire, to consult |||
scitum|scitum|scītum| ī|n|| , an ordinance, statute, decree, resolution, popular vote, plebis or plebi, a decree, ordinance, resolution, a decree, ordinance |||
scitus2|scitus|scītus| ūs|m|| , a decreeing, order, ordinance |||
scitus1|scitus|scītus|||adj.| , fit, suitable, proper, judicious, sensible, witty, it is a witty saying, knowing, shrewd, clever, dexterous, acute, experienced, skilful, adroit, a clever host, acquainted with, Nice, fine, handsome |||
scobis|scobis|scobis| is|f|| , sawdust, scrapings, filings, how little it costs to strew the floor with sawdust |||
scola|scola|(scola)| see schola. ||||||
scomber|scomber|scomber| brī|m||a mackerel |||
scopae|scopae|scōpae| ārum|f|| , twigs, a broom, besom, to untie a broom, to make confusion |||
scopulosus|scopulosus|scopulōsus|||adj.| , full of rocks, rocky, shelvy, craggy |||
scopulus|scopulus|scopulus| ī|m||a projecting point of rock, rock, cliff, crag, shelf, ledge |||
scorpio|scorpio|scorpiō| ōnis|m||GY|||
scorpius|scorpius|scorpius (-os)| ī|m||a scorpion |||
scortator|scortator|scortātor| ōris|m|| , a fornicator |||
scorteus|scorteus|scorteus|||adj.| , of hides, leathern, n., things made of leather |||
scortillum|scortillum|scortillum| ī||| , a little harlot |||
scortor|scortor|scortor| &mdash;, ārī||dep.| , to associate with harlots |||
scortum|scortum|scortum| ī|n|| , a harlot, prostitute |||
screatus|screatus|(screātus| ūs|m|| , a hawking, hemming |||
scriba|scriba|scrība| ae|m|| , a public writer, official scribe, professional writer, clerk, secretary, clerk of a company |||
scribo|scribo|scrībō| scrīpsī, scrīptus, ere ||| , to scratch, grave, engrave, draw, inscribed, graven, To write, To write, write out, compose, draw up, produce, To draw up, draught, formulate, prepare, execute, of drawing legal instruments, to have been a party to, my signature is added, to conclude, To write, write of, describe, tell in writing, describe, who could depict, called himself, To write, communicate, say in writing, tell in a letter, to enlist, enroll, levy, recruit, draft, enrolled to be sent, enroll him in your retinue, To name in a will, appoint by testament, designate, constitute, appoint guardian by will.&mdash;To order a payment, draw a check for, draw on Nerius for ten |||
scrinium|scrinium|scrīnium| ī|n|| , a case, chest, box, book-box, letter-case, desk, escritoire |||
scriptio|scriptio|scrīptiō| ōnis|f|| , a writing, A composing in writing, composition, literally |||
scriptito|scriptito|scrīptitō| āvī, ātus, āre||| , to write often, write continually, To compose, practise literary composition |||
scriptor|scriptor|scrīptor| &ouml;ris|m|| , one who writes, a writer, scribe, copyist, clerk, One that composes in writing, a writer, composer, author, reporter, narrator, historian, A drawer up, compiler, draughtsman |||
scriptula|scriptula|scrīptula| ōrum||| , little lines |||
scriptum|scriptum|scrīptum| ī|n|| , something drawn, a space enclosed by lines, upon a draught-board divided into twelve sections.&mdash;A written composition, writing, treatise, book, work, without notes, read from a manuscript, in a speech written by me, writings, A written text, literal meaning, letter, against the letter of the law |||
scriptura|scriptura|scrīptūra| ae|f|| , a writing, written characters, a clerical error. &mdash;A writing, composing, composition, composing, Something written, a writing, work, book, composition, his works, A tax paid on public pastures, collector.&mdash;A clause in a will, testamentary provision |||
scriptus2|scriptus|scrīptus| ūs|m|| , the office of a scribe, a clerkship, secretaryship, to act as secretary |||
scriptus1|scriptus|scrīptus||||GY|||
scripulum|scripulum|scrīpulum (scrūp-)| ī|n|| , the smallest measure of weight, a scruple, one twenty-fourth of an uncia |||
scrobis|scrobis|scrobis| is|m|| , a ditch, dike, trench |||
scrofa|scrofa|scrōfa| ae|f|| , a breeding-sow |||
scrupeus|scrupeus|scrūpeus|||adj.| , of pointed stones, sharp, rough, steep, rugged |||
scrupulosus|scrupulosus|scrūpulōsus|||adj.| , full of sharp stones, rough, rugged, jagged |||
scrupulus|scrupulus|scrūpulus (scrīp-)| ī|m|| , a sharp bit of stone, uneasiness, difficulty, trouble, anxiety, doubt, restlessness, scruple |||
scrupus|scrupus|scrūpus| ī|m|| , a sharp stone, anxiety, solicitude, uneasiness |||
scruta|scruta|scrūta| ōrum|n|| , broken stuff, trash, frippery, trumpery |||
scrutor|scrutor|scrūtor| ārī, ātus||dep.| , to ransack, search carefully, examine thoroughly, explore, search, examine, to examine thoroughly, inquire into, explore, investigate, To search into, search out, find out, read |||
sculpo|sculpo|sculpō| psī, ptus, ere ||| , to carve, cut, grave, chisel, form, fashion |||
sculptilis|sculptilis|sculptilis| e||adj.| , formed by carving, carved, sculptured |||
sculptus|sculptus|sculptus||||P. of sculpo |||
scurra|scurra|scurra| ae|m|| , an idler, loafer, man about town, A city buffoon, droll, jester, clown, pantaloon, parasite, a clown in a play of Catullus |||
scurrilis|scurrilis|scurrīlis| e||adj.| , buffoon-like, jeering, scurrilous |||
scurrilitas|scurrilitas|scurrīlitās| ātis|f|| , buffoonery, scurrility |||
scurror|scurror|scurror| &mdash;, ārī||dep.| , to act the jester, play the buffoon, to please myself |||
scutale|scutale|scūtāle| is|n|| , a thong, leathern strap, lash |||
scutatus|scutatus|scūtātus|||adj.| , armed with a long shield |||
scutella|scutella|scutella| ae|f|| , a small flat dish, little salver |||
scutica|scutica|scutica| ae|f||a lash, whip |||
scutula1|scutula|scutula| ae|f|| , a diamond-shaped figure, lozenge, rhombus |||
scutula2|scutula|scutula (scyt-)| ae|f||S|||
scutulata|scutulata|scutulāta| ōrum|n|| , checked clothing, chequered garments |||
scutulum|scutulum|scūtulum| ī|n|| , a small shield |||
scutum|scutum|scūtum| ī|n|| , a shield, Roman shield, infantry shield, buckler, of the infantry, of the cavalry, a shield, defence, protection, shelter, safeguard |||
Scyllaeus|Scyllaeus|Scyllaeus|||adj.|of Scylla (a promontory at the entrance of the Sicilian straits) |||
scyphus|scyphus|scyphus| ī|m||a cup, large cup, beaker, goblet |||
se1|se|sē|||||||
se2|se|sē or sēd|||| , by itself from, without, apart from, XII Tabb |||
se-1|se|sē-| in composition for sēmi, as in selibra. |||AITS)|||
se-2|se|sē-| in composition for sex, as in semestris. ||| XII Tabb |||
sebum|sebum|sēbum| see sevum. ||||||
secedo|secedo|sē-cēdō| cessī, cessus, ere|||to go apart, go away, separate, withdraw, go aside, retire |||
secerno|secerno|sē-cernō| crēvī, crētus, ere|||to put apart, sunder, sever, part, divide, separate |||
secessio|secessio|sēcessiō| ōnis|f|| , a going aside, withdrawal, retirement, having withdrawn, A political withdrawal, insurrection, schism, secession |||
secessus|secessus|sēcessus| ūs|m|| , a separation, retirement, solitude, A hiding-place, ravine, retreat, a deep recess |||
secius|secius|sēcius|||adv. ||||
secludo|secludo|sēclūdō| sī, sus, ere ||| , to shut off, shut apart, shut up, seclude, part, banish, hides |||
seclum|seclum|(sēclum, ī)| see saeculum. ||||||
seclusus|seclusus|sēclūsus|||adj.| , sundered, separated, remote, secluded, confined streamlet |||
seco|seco|secō| cuī, ctus, āre ||| , to cut, cut off, cut up, reap, carve, is carved, carved ivory, to cut, operate on, cut off, cut out, amputate, excise, was operated on, To scratch, tear, wound, hurt, injure, lest I should be torn, To cut apart, divide, cleave, separate, half the earth, To cut through, run through, pass through, traverse, cleave, To cut, make by cutting, produce by flight, speeds on his way, to divide, To cut short, decide, settle, To follow, pursue |||
secretio|secretio|sēcrētiō| ōnis|f|| , a dividing, sundering, separation |||
secreto|secreto|sēcrētō|||adv.| , separately, apart, In secret, secretly, without witnesses, in private, in a private interview |||
secretum|secretum|sēcrētum| ī|n|| , a hidden thing, mystery, secret, mysteries, that mysterious being, A hidden place, hiding-place, retirement, solitude, retreat, in solitude |||
secretus|secretus|sēcrētus|||adj.| , severed, separated, separate, apart, Out of the way, retired, remote, lonely, solitary, secret, solitary, plur. n, the remoter parts, Hidden, concealed, private, secret, secretly, in the private ear |||
secta|secta|secta| ae|f|| , a beaten way, pathway, mode, manner, method, principle, mode of life.&mdash;A body of political principles, party, side, his party, a doctrine, school, sect |||
sectator|sectator|sectātor| ōris|m|| , a follower, attendant, adherent, an escort, the number of a candidate's train in canvassing, a familiar visilor |||
sectilis|sectilis|sectilis| e||adj.| , cut, cleft, divided, cut leeks |||
sectio|sectio|sectiō| ōnis|f|| , a cutting up, sale at auction of a confiscated estate, sale of goods forfeited to the public, A right to confiscated property, ownership of forfeited goods |||
sector2|sector|sector| ātus, ārī||dep. | , to follow eagerly, run after, attend, accompany, press upon, follow after, chase, pursue, to join my train, to chase, hunt, to follow after, pursue eagerly, search for, hunt, emulate |||
sector1|sector|sector| ōris|m|| , one who cuts, a cutter, cutthroats and cutpurses, A purchaser of confiscated goods at auction, speculator in forfeited estates |||
sectura|sectura|sectūra| ae|f|| , a cutting, excavation, mine |||
sectus|sectus|sectus||||P. of seco |||
secubitus|secubitus|(sēcubitus| ūs|m|| , a lying apart, sleeping alone, sing, plur |||
secubo|secubo|sē-cubō| uī, &mdash;, are|||to lie apart, sleep alone, live alone |||
secularis|secularis|(sēculāris, sēculum)| see saec-. |||ine |||
secum|secum|sē-cum| see 1 cum and sui. ||||||
secundani|secundani|secundānī| ōrum|m|| , soldiers of the second legion |||
secundarius|secundarius|secundārius|||adj.| , of the second class, second in order, n., a secondary point, point next in importance |||
secundo2|secundo|secundō| &mdash;, &mdash;, āre ||| , to favor, further, second, prosper, bring to a favorable issue |||
secundo1|secundo|secundō|||adv.| , secondly, in the second place |||
secundum|secundum|secundum|||| , following, by, along, beside, immediately after, after, next to, after going to sleep, next to, after, Agreeably to, in accordance with, according to, down stream, According to the will of, in favor of, to the advantage of, give judgment in our favor |||
secundus|secundus|secundus|||adj.| , following, next, second, the next morning, the next year, alternate heir, dessert, with victory already in view, following, next, second, the last day but one, Secondary, subordinate, inferior, inferior, f, the second part, inferior part, favorable, fair, downward, down stream, with the current, with the tide, too fresh, swiftly gliding, Favorable, propitious, fortunate, with the consent of the people, successful, provoking, n, favorable circumstances, good fortune |||
securifer|securifer|secūrifer| fera, ferum||adj.| , axe-bearing, with a battle-axe |||
securiger|securiger|secūriger| gera, gerum||adj.| , axe-bearing, with battle-axes |||
securis|securis|secūris| is|f|| , an axe, hatchet, cleaver, in the wild forest, two-edged, An executioner's axe, behead, beheaded, its honors and power, a blow, death-blow, Authority, dominion, sovereignty, to Roman supremacy, Roman supremacy |||
securitas|securitas|sēcūritās| ātis|f|| , freedom from anxiety, unconcern, composure, carelessness, Freedom from danger, safety, security |||
securus|securus|sēcūrus|||adj.| , free from care, careless, unconcerned, untroubled, fearless, quiet, easy, composed, relieved of anxiety, unconcerned about, Free from care, untroubled, tranquil, serene, cheerful, bright, careless, a peaceful meal, driving away care, safe against, Free from danger, safe, secure, Easy, off-hand, summary |||
secus2|secus|secus|||adv.| , otherwise, differently, not so, the contrary, whether correctly or not, for good or ill, negative, not otherwise, even so, just so, not much earlier or later, just as if they were familiar, in no other spirit, Otherwise than is right, not well, wrongly, unfortunately, unfavorably, ill, badly, Less, worse, more unfavorably |||
secus1|secus|secus||n|| , a sex, sing. adverb., males |||
secutor|secutor|secūtor (sequūtor)| ōris|m|| , a follower, pursuer |||
sed|sed|sed| or ||| , but, on the contrary, but also, but even, but in fact, not only, not merely . . . but, but also, but even, but indeed, not only not . . . but even, non, ne . . . quidem, I will not say virtuous men, but the most virtuous, but, yet, however, but, now, I say, quid autem, but why in the world?, vero, but in fact, but actually, enim, but, for, but, for she had heard, but, but in fact, but also |||
sedate|sedate|sēdātē|||adv.| , calmly, tranquilly, without excitement, unmoved |||
sedatio|sedatio|sēdātiō| ōnis|f|| , a quieting, allaying, assuaging, calming |||
sedatus|sedatus|sēdātus|||adj.| , calm, quiet, unruffled, measured, calm, composed, moderate, tranquil, unimpassioned |||
sedecula|sedecula|sēdēcula| ae|f|| , a little seat, low stool |||
sedeo|sedeo|sedeō| sēdī, sessum, ēre ||| , to sit, remain sitting, who will keep his place, to sit, occupy an official seat, preside, be a judge, hold court, act as juror, assist, To continue sitting, sit still, continue, remain, tarry, wait, abide, sit idle, be inactive, delay, linger, loiter, stayed at home, waits, sit with folded hands, to sit down, remain encamped, be entrenched, keep the field, by inactivity, to sink, settle, subside, rest, lie, was thicker on the plain, sat well upon your stomach, To sit, sit close, hold fast, be firm, be fixed, be settled, be established, stuck fast, stuck fast, from sinking deeply, to be fixed, be impressed, be determined |||
sedes|sedes|sēdēs||f|| , a seat, bench, chair, throne, the first rank, A seat, dwelling-place, residence, habitation, abode, temple, place, An abode of the dead, last home, burial-place, The soul's home, body, a seat, place, spot, base, ground, foundation, bottom, from their place, to the former state, the seat of war, site |||
sedile|sedile|sedīle| is|n|| , that may be sat on, a seat, bench, stool, chair, benches |||
seditio|seditio|sēditiō| ōnis|f|| , a going aside, going apart, insurrectionary separation, dissension, civil discord, insurrection, mutiny, sedition, an attendant of Fama, Dissension, discord, strife, quarrel, An insurrection, the rebels, seditious men, dissension, disagreement, discord |||
seditiose|seditiose|sēditiōsē|||adv.| , seditiously |||
seditiosus|seditiosus|sēditiōsus|||adj.| , full of discord, factious, turbulent, mutinous, seditious, Quarrelsome, Turbulent, full of disorder |||
sedo|sedo|sēdō| āvī, ātus, āre ||| , to bring to rest, lay, To settle, still, calm, allay, assuage, appease, quiet, check, end, stop, stay, subsided, slake, relieve, refresh, was quieted, come into port |||
seduco|seduco|sē-dūcō| dūxī, ductus, ere|||to lead aside, take apart, draw aside, lead away, carry off, set aside, put by |||
seductio|seductio|sēductiō| ōnis|f|| , a leading aside, drawing apart |||
seductus|seductus|sēductus|||adj.| , remote, distant, apart |||
sedulitas|sedulitas|sēdulitās| ātis|f|| , assiduity, application, earnestness, persistency, serviceableness, officiousness |||
sedulo|sedulo|sēdulō|||adv.| , busily, diligently, industriously, eagerly, carefully, zealously, unremittingly, assiduously, solicitously, sedulously, I am doing my best, made a sincere effort, sincerely, deliberately, purposely |||
sedulus|sedulus|sēdulus|||adj.| , persistent, busy, diligent, industrious, zealous, careful, unremitting, solicitous, assiduous, sedulous, orators, not those who labor at oratory, Officious, obtrusive |||
seges|seges|seges| etis|f||a cornfield |||
segmentatus|segmentatus|sēgmentātus|||adj.| , trimmed with purple, flounced, fringed |||
segmentum|segmentum|sēgmentum| ī|n|| , a cutting, strips of colored cloth, trimmings, flounces |||
segne|segne|(sēgnē)| see segniter, segnis. |||sly |||
segnipes|segnipes|sēgnipēs| pedis||adj.| , slow of foot |||
segnis|segnis|sēgnis| e||adj.| , slow, tardy, slack, dilatory, lingering, sluggish, inactive, lazy, sluggish, unfruitful, more lingering |||
segnitas|segnitas|sēgnitās| ātis|f|| , sloth |||
segniter|segniter|sēgniter|||adv.| , slowly, sluggishly, slothfully, lazily, with equal spirit |||
segnitia|segnitia|sēgnitia| ae, and |||oth |||
segnities|segnities|sēgnitiēs| &mdash;, em, ē|f|| , slowness, tardiness, dilatoriness, sluggishness, inactivity |||
segrego|segrego|sē-gregō| āvī, ātus, āre ||| , to separate from the flock, To set apart, lay aside, put away, separate, sever, part, remove, segregate, hold aloof from, divided, to separate, remove, divide, fight them separately |||
seiugatus|seiugatus|sēiugātus||||P. of seiugo |||
seiuges|seiuges|sēiugēs||m|| , a team of six horses, chariot drawn by six horses |||
seiugo|seiugo|(sē-iugō)| &mdash;, ātus, āre|||to disjoin, part, separate, divide |||
seiunctim|seiunctim|sēiūnctim|||adv.| , separately |||
seiunctio|seiunctio|sēiūnctiō| ōnis|f|| , a disjunction, separation, division |||
seiungo|seiungo|sē-iungō| iūnxī, iūnctus, ere|||to disunite, disjoin, part, sever, separate, divide |||
selectio|selectio|sēlēctiō| ōnis|f|| , a choosing out, choice, selection |||
selectus|selectus|sēlēctus||||P. of seligo |||
selibra|selibra|sēlībra| ae|f|| , a half-pound |||
seligo|seligo|sēligō| lēgī, lēctus, ere ||| , to single out, separate, choose out, cull, select, judges selected by the praetor |||
sella|sella|sella| ae|f|| , a seat, settle, chair, stool, work-stool, teacher's chair, sedan-chair, on the front seat, A magistrate's seat, official chair |||
sellarius|sellarius|sellārius| ī|m|| , one that practises lewdness |||
sellisternia|sellisternia|sellisternia| ōrum ||| , religious banquets offered to goddesses |||
sellula|sellula|sellula| ae|f|| , a little sedan chair |||
sellularius|sellularius|sellulārius||m|| , a mechanic who works at a stool, sedentary artisan |||
semel|semel|semel|||adv. | , once, a single time, iterum or saepius, once and again, time and again, repeatedly, more than once, several times, once or twice.&mdash;Once and no more, but once, but a single time, once for all, once for all, once, first, the first time, once, ever, at some time, at any time, sooner or later, if you are really giving |||
semen|semen|sēmen| inis|n|| , seed, seed, race, son of Jupiter, of mortal race, an inborn characteristic of the Romans.&mdash;A shoot, graft, scion, set, slip, cutting, Posterity, progeny, offspring, child, seed, an origin, essence, principle, source, occasion, ground, cause, the four elements, the small beginnings |||
semenstris|semenstris|sēmēnstris or sēmēstris| e||adj.| , half-yearly, semi-annual, lasting six months, six months old, the ring of a military tribune, with a six months' commission |||
sementinus|sementinus|sēmentīnus|||adj.| , of sowing time |||
sementis|sementis|sēmentis| is|f|| , a seeding, sowing, as you sow, so shall you reap.&mdash;The growing crops, young crops, young corn, a sowing |||
sementivus|sementivus|sēmentīvus|||adj.| , of seed, of seedtime |||
semermis|semermis|sēmermis| see semiermis. |||SAN|||
semestris|semestris|sēmēstris| see semenstris. |||n |||
semet|semet|sēmet| see sui. |||N|||
semi-|semi|sēmi-|||| , half-, demi-, semi- |||
semiadapertus|semiadapertus|sēmi-adapertus|||adj.|halfopen |||
semiapertus|semiapertus|sēmi-apertus|||adj.|half-open |||
semibos|semibos|sēmi-bōs| bovis|m||a half-ox |||
semicaper|semicaper|sēmi-caper| prī|m||half-goat |||
semicrematus|semicrematus|sēmi-cremātus|||adj.|half-burned |||
semicremus|semicremus|sēmicremus|||adj.| , half-burned |||
semicubitalis|semicubitalis|sēmicubitālis| e||adj.| , a half-cubit long |||
semideus|semideus|sēmi-deus|||adj.|half-divine |||
semidoctus|semidoctus|sēmi-doctus|||adj.|half-taught, half-learned |||
semifactus|semifactus|sēmi-factus|||adj.|half-finished |||
semifer|semifer|sēmifer| fera, ferum||adj.| , halfbestial, half beast, m., the Centaur Chiron, the Centaurs, halfwild, half-savage, m., Cacus |||
semigermanus|semigermanus|sēmi-germānus|||adj.|half-German |||
semigravis|semigravis|sēmi-gravis| e||adj.|half-overcome, halfdrunken |||
semigro|semigro|sē-migrō| āvī, &mdash;, āre|||to go away, remove |||
semihians|semihians|sēmi-hiāns| antis||adj.|half-open |||
semihomo|semihomo|sēmi-homo (sēmho-)| inis|m||a half-man, half-beast |||
semihora|semihora|sēmi-hōra| ae|f||a half-hour, half an hour |||
semilacer|semilacer|sēmi-lacer|||adj.|half-mangled |||
semilautus|semilautus|sēmi-lautus|||adj.|half-washed |||
semiliber|semiliber|sēmi-līber| era, erum||adj.|half-free |||
semilixa|semilixa|sēmi-lixa| ae|m||half a sutler, not fit to be a sutler |||
semimas|semimas|sēmi-mās| maris|m||a half-male, hermaphrodite |||
semimortuus|semimortuus|sēmi-mortuus|||adj.|half-dead |||
seminarium|seminarium|sēminārium| ī|n|| , a nursery, seminary, hot-bed, school |||
seminator|seminator|sēminātor| ōris|m|| , an originator, producer, author |||
seminex|seminex|(sēmi-nēx)| necis||adj.|half-dead |||
semino|semino|sēminō| &mdash;, &mdash;, āre ||| , to sow, bring forth, produce |||
seminudus|seminudus|sēmi-nūdus|||adj.|half-naked |||
semiplenus|semiplenus|sēmi-plēnus|||adj.|half-manned |||
semiputatus|semiputatus|sēmi-putātus|||adj.|half-pruned |||
Semiramis|Semiramis|Semīramis| idis|f||a queen of Assyria |||
semirasus|semirasus|sēmi-rāsus|||adj.|half-shaven |||
semireductus|semireductus|sēmi-reductus|||adj.|half bent back |||
semirefectus|semirefectus|sēmi-refectus|||adj.|half-repaired |||
semirutus|semirutus|sēmi-rutus|||adj.|half-razed, half-overthrown, half-demolished, half-destroyed, half-ruined |||
semis|semis|sēmis| issis|m|| , a half-unit, one half, one and a half sesterces of premium, Half an as, not worth a groat, abl, at one half per cent. a month, at half a denarius for each hundred |||
semisepultus|semisepultus|sēmi-sepultus|||adj.|half-buried |||
semisomnus|semisomnus|sēmisomnus|||adj.| , halfasleep, sleepy, drowsy |||
semissis|semissis|sēmissis|||||||
semisupinus|semisupinus|sēmi-supīnus|||adj.|half bent backwards, reclining |||
semita|semita|sēmita| ae|f||a narrow way, side-way, path, foot-path, lane, by-way |||
semitarius|semitarius|semitārius|||adj.|fond of by-ways |||
semiustilatus|semiustilatus|sēmi-ūstilātus (sēmūst-, -ūstulātus)|||adj.|half-burned |||
semiustus|semiustus|sēmi-ūstus (sēmūstus)|||adj.|half-burned |||
semivir|semivir|sēmi-vir| virī|m|| , An hermaphrodite, A eunuch, Fig., unmanly, womanish, effeminate |||
semivivus|semivivus|sēmi-vīvus|||adj.|half-alive, half-dead, almost dead |||
semodius|semodius|sē-modius| ī|m||a half-peck |||
semotus|semotus|sēmōtus|||adj.| , remote, distant, far removed, retired, confidences, n |||
semoveo|semoveo|sē-moveō| movī, mōtus, ēre|||to move apart, put aside, remove, separate |||
semper|semper|semper|||adv.| , ever, always, at all times, continually, perpetually, forever, of continual acquisitions, with constant improvement, every time, everywhere |||
sempiternus|sempiternus|sempiternus|||adj.| , everlasting, everduring, perpetual, continual, imperishable, eternal, sempiternal |||
semuncia|semuncia|sēmūncia| ae|f|| , a half-ounce, one twenty-fourth part of a pound, A twenty-fourth part |||
semunciarius|semunciarius|sēmūnciārius|||adj.| , amounting to a half-ounce, one twenty-fourth part of an as upon each as, for a year of ten months, five per cent. for a full year |||
semust-|semust|sēmūst-| see semiust-. |||k|||
senaculum|senaculum|senāculum| ī|n|| , a meeting-place for the Senate, hall of sessions |||
senariolus|senariolus|sēnāriolus| ī|m|| , a little senarius, trifling verse of six feet |||
senarius|senarius|sēnārius|||adj.| , of six each, a verse of six feet, m |||
senator|senator|senātor| ōris|m|| , a member of the Senate, a senator, councillor of state |||
senatorius|senatorius|senātōrius|||adj.| , of a senator, senatorial, deliberations, speeches in the Senate |||
senatus1|senatus|senātus| ūs |m|| , the council of the elders, council of state, Senate, body of senators, the republic, a decree of the Senate, become a senator, choosing, the order of Knights, A meeting of the Senate, session, a quorum, no session, a quorum gave audience, in the meetings of the Senate, attend, a Senate, council of state |||
senatus2|senatus|senātūs cōnsultum| see senatus, consultum. ||||||
senecta|senecta|senecta| ae|f|| , old age, extreme age, senility |||
senectus|senectus|senectūs| ūtis|f|| , old age, extreme age, senility, the gravity of old age, gray hairs, antiquity, age, the goddess of old age, Old Age, Old age, old men, maturity |||
seneo|seneo|seneō| &mdash;, ēre ||| , to be old |||
senesco|senesco|senēscō| nuī, &mdash;, ere||| , to grow old, become aged, grow hoary, To decay, lose strength, grow weak, be enfeebled, waste away, decline, pine away, To waste, wane, decline, fall off, be diminished, be impaired, waning, is worn out, closing |||
senex|senex|senex| senis||adj.| , old, aged, advanced in years, more mature, m., posit., an old man, aged person, graybeard, Nestor, f., an old woman, an elder, elderly person |||
seni|seni|sēnī| ae, a||| , six each, sixteen each, of sixteen and seventeen years.&mdash;Six, past his twelfth birthday, hexameter |||
senilis|senilis|senīlis| e||adj.| , of an old man, of old people, of old age, aged, senile, of an old man, by an old man |||
senior|senior|senior| ōris||||||
senium|senium|senium| ī|n|| , old age, senility, decline, Waste, decay, by its own waste and decay.&mdash; Vexation, grief, trouble, affliction, Gloom, moroseness, An old man, masc |||
sensa|sensa|sēnsa| ōrum|n|| , perceptions, ideas |||
sensim|sensim|sēnsim|||adv.| , just perceptibly, gradually, by degrees, little by little, slowly, gently, softly, step by step |||
sensus2|sensus|sēnsus| ūs|m|| , a perceiving, observation, accept a proof from your own experience, A power of perceiving, perception, feeling, sensation, sense, consciousness, A sense, special sense, Feeling, sentiment, emotion, inclination, disposition, An opinion, thought, sense, view, notion, A habit of mind, mode of thinking, notion, taste, communis, a general mode of thinking, prevailing notion, common insight, common sense, from the usual lines of thought, Consciousness, sense, understanding, Sense, idea, meaning, signification |||
sensus1|sensus|sēnsus||||Y|||
sententia|sententia|sententia| ae|f|| , a way of thinking, opinion, judgment, sentiment, thought, notion, purpose, determination, decision, will, desire, extracts and leading thoughts, if one's purpose be, she is resolved, according to the wish, unanimously, on his own responsibility, many men, many minds, poss. or genit., in my judgment, ex, to your satisfaction, as I wished, satisfactorily, prosperously, to the best of his knowledge and belief, conscientiously, without mental reservation, in all sincerity . . .? no, not to suit me.&mdash;An official determination, decision, sentence, judgment, vote, unanimously, by a small majority, my office is to put the question rather than to vote, to support the resolution, pronounce judgment. &mdash;Sense, meaning, intent, signification, idea, notion, in language than in meaning, such depth of meaning.&mdash;A thought expressed, sentence, period, An aphorism, apophthegm, maxim, axiom, saying |||
sententiola|sententiola|sententiola| ae|f|| , a short sentence, maxim |||
sententiose|sententiose|sententiōsē|||adv.| , full of meaning, suggestively, pithily |||
sententiosus|sententiosus|sententiōsus|||adj.| , full of meaning, pithy, sententious |||
sentes|sentes|sentēs| ium|m||thorns, briers, bramble-bushes, prickly brush |||
sentina|sentina|sentīna| ae|f||bilge-water |||
sentio|sentio|sentiō| sēnsī ||| , to discern by sense, feel, hear, see, perceive, be sensible of, before they should be observed, To perceive, feel the effects of, feel, experience, suffer, undergo, endure, had been wasted by, to feel, perceive, discern, understand, observe, notice, became aware of their retreat, as far as I have observed, does not enter, to feel, experience, To think, deem, judge, imagine, suppose, be of opinion, believe, mean, most patriotic, in earnest, agree in opinion, acts on one side, while his convictions are with the other, and were fully convinced that, were aware, To give an opinion, vote, declare, decide |||
sentis|sentis|(sentis, is)| see sentes. ||||||
sentus|sentus|sentus|||adj.| , thorny, rough, rugged, bristly |||
seorsum|seorsum|seorsum or seorsus|||adv.| , separately, severally, apart, especially |||
separabilis|separabilis|sēparābilis| e||adj.| , that may be separated, separable |||
separate|separate|(sēparātē)|||adv.| , separately, apart |||
separatim|separatim|sēparātim|||adv.| , asunder, apart, separately, severally, Abstractedly, generally |||
separatio|separatio|sēparātiō| ōnis|f|| , a sundering, severing, separation, a discrimination, distinction |||
separatus|separatus|sēparātus|||adj.| , separated, separate, distinct, particular, different, remote |||
separo|separo|sē-parō| āvī, ātus, āre|||to disjoin, sever, part, sunder, divide, separate, Fig., to set aside, treat apart, consider separately, distinguish, except |||
sepelio|sepelio|sepeliō| pelīvī |||to bury, inter |||
sepes|sepes|(sēpes)| see saepes. |||ൾ䠈ൾ耀耀"|||
sepia|sepia|sēpia| ae|f||the cuttle-fish, ink-fish |||
